"Date","Price","Open","High","Low","Vol.","Change %"
"01/05/2021","220.22","220.84","222.25","220.02","66.49M","-0.08%"
"01/04/2021","220.40","228.39","228.65","220.33","79.47M","-3.29%"
"12/31/2020","227.90","224.66","228.06","223.40","44.05M","1.27%"
"12/30/2020","225.04","224.57","226.82","224.03","37.09M","0.36%"
"12/29/2020","224.24","226.84","227.78","224.15","35.75M","-0.70%"
"12/28/2020","225.83","224.65","225.97","223.76","43.12M","0.85%"
"12/24/2020","223.92","222.76","223.94","222.62","15.97M","0.84%"
"12/23/2020","222.06","225.13","226.10","222.02","46.32M","-0.95%"
"12/22/2020","224.20","222.86","224.27","222.06","56.40M","0.61%"
"12/21/2020","222.84","221.58","223.21","220.61","71.44M","-0.79%"
"12/18/2020","224.62","228.80","228.86","223.08","199.77M","-1.83%"
"12/17/2020","228.80","227.39","228.94","226.62","96.52M","1.21%"
"12/16/2020","226.06","226.66","227.58","224.79","113.40M","0.01%"
"12/15/2020","226.03","223.33","226.05","221.78","172.57M","1.73%"
"12/14/2020","222.19","225.35","226.90","222.06","72.66M","-0.87%"
"12/11/2020","224.15","223.34","224.20","221.70","66.27M","0.00%"
"12/10/2020","224.16","224.58","226.26","223.40","71.90M","-0.48%"
"12/09/2020","225.25","227.83","227.92","223.94","77.83M","-0.98%"
"12/08/2020","227.47","228.41","229.12","227.33","64.26M","-0.50%"
"12/07/2020","228.62","230.06","230.99","227.81","63.04M","-0.94%"
"12/04/2020","230.80","228.88","230.92","228.87","71.00M","1.33%"
"12/03/2020","227.78","226.43","228.84","226.24","71.40M","0.73%"
"12/02/2020","226.12","227.91","229.33","225.99","62.63M","-1.12%"
"12/01/2020","228.68","227.81","229.38","227.61","67.75M","1.27%"
"11/30/2020","225.82","227.45","227.54","224.72","125.14M","-0.81%"
"11/27/2020","227.66","229.11","229.11","226.82","27.13M","-0.22%"
